,tweet
1022,@aajtak ace crime reporter and team bring you @CrimeTak . Tracking every big crime story! Follow them! https://t.co/g8d6nvCq5N
1023,"दोस्तों आजकल ट्वीट ट्वीट का खेल चल रहा है. नेता ट्वीट करते हैं,पत्रकार करते है, दुनिया करती है. किसी को इंसानियत से… https://t.co/cBcoZJRVSA"
1024,Terrible news.. an agitation which turns violent and results in death like this loses its moral core..… https://t.co/qu2LoNgKAa
1025,You sir are an MLA swearing allegiance to the Indian constitution or a hateful troll with zero empathy? https://t.co/f0gQhF3v3y
1026,While we journalists play tweet-tweet over ‘your’ outrage versus ‘mine’ and netas shamelessly debate ‘your’ riot ve… https://t.co/hmA4BfE40B
1027,"Well said Dheeraj! While we target each other for ‘selective outrage’, the people who have been elected to govern a… https://t.co/jU1B1PyvpA"
1028,Outrage is not selective but the whataboutery is. There are 100s of instances of violence in the country: the anger… https://t.co/50F6eEyXoK
1029,Suprabhatam! Worry does nothing but steal your joy and keep you very busy doing nothing. Have a great day!!
1030,An India where hate and impunity co-exist is not 'new' but medieval.. my take: https://t.co/7xvrz8uyag
1031,Would you like to have your say on the lynching madness? Join me at 10.10 pm on https://t.co/15CGqI5m2u have your say!
1032,"Unless we have lost all shred of humanity, there is ZERO reason to defend Alwar lynching. ZERO! Mahatma Gandhi will… https://t.co/KVZznDuxr3"
1033,"9 pm: Alwar’s hate factory: my guests include @SachinPilot , @amitmalviya former DG Vikram Singh and social activis… https://t.co/5NHaUKldb2"
1034,News Today: 9 pm: the Alwar lynching: is this a hate factory at work? Why eating fish has become hazardous in Goa;… https://t.co/2hWS5ksqt6
1035,"❣!! पाणी घालतो *""तुळशीला""*🌿 !!
!! वंदन करतो 
*""देवाला""* !!
सदा आंनदी ठेव माझ्या 👫 मिञांना  हिच प्राथर्ना 🚩🚩 *""पाडु… https://t.co/m3In5iQYia"
1036,It comes out next month!👍 https://t.co/eL1j9j16gP
1037,"As your profile says, Jai Shri Ram! 😄👍 https://t.co/6V2AlsLjKo"
1038,"If you missed by blog on 5 things the NCM told us, here it is. https://t.co/brHDJgf1Lb"
1039,"Suprabhatam. Live every day as if it's your last, embracing each experience as if it's your first. Enjoy the week friends!!"
1040,RT @Shyamal1751: @sardesairajdeep Top quality interview where both interviewee &amp; interviewer excelled . Through deft handling you made both…
1041,👍😄 https://t.co/lX3CV1VtNp
1042,"Mukesh birth anniversary. Listen to this song, and feel nostalgic.. magical lyrics, music and voice. Salil da, Yoge… https://t.co/YATfkk51hM"
1043,"Help me understand this: man is lynched to death, liberals are blamed, Bollywood is blamed, not in my name protesto… https://t.co/KGFeC0f1CK"
1044,😢😪shall aim to get better!🙏 https://t.co/H5N2isV353
1045,Missed the @MasabaG and Neena Gupta interview that everyone who watched is giving a super 👍 to: here is the link.. https://t.co/NI4nxbaCYc
1046,On now! Do watch @IndiaToday tv now!👍 https://t.co/5LjxvVNWQY
1047,"Madam, who can preach to the converted? This is a battle between violent hateful fundamentalists of 2 religions, wh… https://t.co/0DlrkbnJc1"
1048,Hinduism is a great religion and those who kill in the name of cow protection do not represent my Hinduism. If that… https://t.co/2D2irRB5IJ
1049,I only say ensure law and order in every case of violence or threatened violence.But don’t make idiotic fatwa briga… https://t.co/Llkt77kstB
1050,Terrible and she must be given full protection.But let not a fatwa from an extremist become another occasion for li… https://t.co/Baec3Mn16J
1051,👍👍 https://t.co/SNwtmjl5cT
1052,Thanks Nikhil!👍😄 I also enjoyed interviewing 2 people who spoke with freedom of thought! And have walked the talk i… https://t.co/qiUkHRHcbK
1053,5 things we learnt from an NCM where Rahul Gandhi attempted a Modi on the master of surprise.. my blog: do read and… https://t.co/PsiM1txpYj
1054,"RT @Shmyak13: @sardesairajdeep @IndiaToday Just watched the episode. Was too good.  @MasabaG and Neena were so natural , took all the quest…"
1055,The Sunday story to lift the spirit: https://t.co/kOcwBECRKc
1056,"Reminder! To all those who say there is nothing to watch on news tv, don’t miss this.. @IndiaToday 1 pm and 8 pm! https://t.co/iEMQE6bibJ"
1057,"Beyond hugs and winks, why the NCM reflects a serious crisis in India’s federal structure. Must read Sunday column… https://t.co/6zGPTv2rf7"
1058,The hug that gave the headlines was clever tv but cannot be a one act show: @sagarikaghose Sunday column.. do read… https://t.co/AApiSpcqUz
1059,"Suprabhatam! Dear God, Today I woke up. I am healthy. I am alive. Thank you I apologize for all my complaining. I'm… https://t.co/QPpJv5emrU"
1060,"Very good analysis. Divided Aiadmk, resilient TTV, unsure Kamal-Rajni, yet to take off BJP means advantage DMK alli… https://t.co/yWXsCZSbzq"
1061,👍😄 https://t.co/0UjgS6MT0p
1062,Buzz in TN is that TTV is the man to watch? https://t.co/FhubPXeQbn
1063,"A) if SS fights on its own, both BJP and Ss will lose out. They will sort it out in the end b) aiadmk may fight wit… https://t.co/UtdPIUcWE6"
1064,RT @cmkahlon: @sardesairajdeep @MasbahG An interesting conversation. A must watch for younger generation &amp; their mothers as exampalry publi…
1065,👍😄 https://t.co/Ur9oWTHdcV
1066,Yes! The master! Best days of our lives!👍😄 https://t.co/H3c4vq3zSj
1067,Thanks Mak! https://t.co/zxwlpaGqxa
1068,RT @VeeBali: One of the best &amp; honest interview I've seen in ages. I'm a bigger fan of Neena Gupta now and Masaba. https://t.co/iQcUDp3mBD
1069,"Wow! 10  years! Congrats @rajcheerfull and team.
Still remember when Colors started off under the viacom 18 banner… https://t.co/pZplacCOEr"
1070,Agree! Enjoyed it too👍 https://t.co/xh8CE684eW
1071,I grew up with posters of your dad and Mohammed Ali in my room!👍 https://t.co/P1veB9EUAz
1072,"Reminder: don’t miss India Today India Tomorrow on @IndiaToday tv at 10
Pm tonight! On now! Repeats 1 pm and 8 pm S… https://t.co/H5OHhkDEpo"
1073,So how does keep faith in the law and order machinery? How many lynchings to wake up our ‘collective conscience’ fr… https://t.co/bzExnhogOr
1074,Replugging my column: will 2019 elections be fought on Whatsapp? Toxic and intoxicating. https://t.co/GoBVJz771c
1075,A weekend Good News Today story:  https://t.co/ymRDt91dXs
1076,1 on 10.. 😄👍 https://t.co/e10lPB4dll
1077,The speeches of the TDP leaders were very good. Well prepared.. and also striking an emotional chord.. it was their… https://t.co/7SVG1nLtTl
1078,Unmissable: India Today India Tomorrow special with Neena and Masaba Gupta.. a really feisty and wonderful mother d… https://t.co/42l7pHnOQD
1079,Suprabhatam! Don't be pushed around by your problems. Be led by your dreams. Have a great weekend friends!
1080,"Wow! If you praise  @narendramodi eye for detail and speech skills, you are sold to one side. If you give… https://t.co/vnbpTUOR73"
1081,"@RahulGandhi overly theatrical, @narendramodi rather boring! Hell, I never thought I'd say that but there I went ah… https://t.co/8TUjZAp6hg"
1082,Good idea!! Not injurious to health atleast!😀 https://t.co/xR6VOfxduO
1083,Would I be unfair in giving @narendramodi 7 on 10 for his speech? That's been my rating when I was pushed for one o… https://t.co/XVQ6lSap8W
1084,breaking: NDA may have found a new ally.. several AIADMK MPs vote with the Modi government #TrustVote
1085,"@narendramodi speech a bit like a timeless test in the age of T-20, just went on and on.. Strong on facts, high on… https://t.co/aepQGZLOJz"
1086,"No confidence motion moved by TDP, @narendramodi focusses on Congress and the Gandhis. Strategy: divide the opposit… https://t.co/B4y9GLd2sO"
1087,Shouldn't the TDP MPs who initiated the no confidence motion allow the nation to hear the @PMOIndia without disturb… https://t.co/66Rc4yn37A
1088,@narendramodi sharp dialogues and hand movements reliving his school days of one man theatre.. says entire oppn led… https://t.co/xs1KrF7AjR
1089,Retain the sanctity and secrecy of the Rafale deal signed at Govt to Govt level; but why is an offset contract sign… https://t.co/9Y3jQUk2U9
1090,Here is the relevant Macron video to @IndiaToday tv listen very carefully.. https://t.co/Y6zNf7jUdp
1091,"From French president interview to @IndiaToday: a)generally pricing details are not revealed for commercial, strate… https://t.co/QlRuV1TFeR"
1092,"Macron to @IndiaToday: First,you have commercial agreements, and obviously you have competitors and we can't let th… https://t.co/lNW2PauLCU"
1093,"6 pm on @IndiaToday with @PreetiChoudhry .. will try and focus on what @RahulGandhi , @rajnathsingh and Jaydev Gall… https://t.co/eodlmnLDFj"
1094,On @aajtak @sambitswaraj gives Rahul Gandhi speech 0 out of 10; Akhilesh Pratap Singh of Cong gives it 10 out 10. m… https://t.co/mSKDBqpbcr
1095,I am who I am. Know enough cheerleaders who sway with the wind and will give another speech today 12 out of 10!😄 https://t.co/EtnQKImYUP
1096,Will be on @aajtak at 4 pm to rate @RahulGandhi speech. I have given it 6 on 10. Limited on facts and substance but… https://t.co/vwNQS6lnB7
1097,"Guess after today's photo op, we have been reminded that 'hugging' has no patent! As I said, @RahulGandhi attempted… https://t.co/l7cxuRjMRV"
1098,"@RahulGandhi says during the break, not just the opposition MPs but even the BJP MPs congratulated me.. there is an… https://t.co/pv8iygbdyZ"
1099,Picture abhi baaki hai! Waiting for @narendramodi to hit back.. he is made for occasions like this https://t.co/bxhXifiDjs
1100,"@RahulGandhi does a Modi on Modi, plays street fighter, targets Jay Shah, raises Rafael deal, names defence ministe… https://t.co/7sIvYbMV1v"
1101,BJP’s Rakesh Singh launches the party’s 2018 Madhya Pradesh election campaign.. lists out benefits of Modi Govt for… https://t.co/7uDkj7yUoN
1102,"Breaking: setback for NDA: Shiv Sena walks the talk, well almost. Chooses to boycott the no confidence vote. Boost… https://t.co/Nhjf6EmnC9"
1103,"Breaking: Cong set to walk out with other oppn parties ahead of no confidence vote... so, there will be debate but… https://t.co/sd2k6j7sGH"
1104,"And just ahead of the no confidence motion, the rupee touches a new low! Remember what was said about MMS and the r… https://t.co/4H7RtH21yD"
1105,Today’s no confidence motion is a war between majority and morality.: TDP MP Jayadev Galla.. Speaks with an accent… https://t.co/hSn2f5ZZ0M
1106,"RT @anjanaomkashyap: Blockbuster Friday of Indian politics, first day first show for 2019, catch us live from Vijay Chowk @aajtak 10 am onw…"
1107,"RT @waglenikhil: In parliamentary history opposition always had better speakers than ruling part. H.V. Kamath, Nath Pai, Jyotirmoy Basu, Hi…"
1108,Don’t worry the farmer in rural UP and tribal Chattisgarh is hard at work with no TV set in front of him. He will d… https://t.co/t7Dymgc9Es
1109,No confidence motion: another opportunity for PM @narendramodi to monopolise prime time; another chance for… https://t.co/lG2OY1mRmQ
1110,Get ready for the social media elections where there are no codes of behaviour.. a longer version of my column for… https://t.co/tqpjsGbZAs
1111,Suprabhatam! Don't go around saying the world owes you a living. The world owes you nothing. It was here first. - M… https://t.co/iNeGu3QQdP
1112,My take: there was a time when parliament debates saw the best of the best.. now it's empty grandstanding https://t.co/TnaeZuCI6U
1113,RT @htTweets: The social media wars have begun: To fight an election through WhatsApp forwards or Facebook likes or Twitter trends is to ma…
1114,"The great Gopal Das ""Neeraj"" passed away in evening at 1922 hrs.

स्वप्न झरे फूल से,
मीत चुभे शूल से,
लुट गए सिंगार… https://t.co/0rCh62BQho"
1115,Will the Modi Govt sail through the no confidence vote? Will the oppn be able to corner the Govt in parliament? You… https://t.co/wNCmqtNB4o
1116,RT @rahulkanwal: Link to the @IndiaToday story on the twist in the Augusta Westland Scam. https://t.co/5NAnAR3umU Christen Michel’s sister…
1117,"News Today: 9 pm:ahead of no confidence vote, another controversy: Augusta Westland middleman tells @IndiaToday he… https://t.co/jKkXbAGvmX"
1118,My latest column for @htTweets . The social media election is here.. do read and share if you like! https://t.co/2bkj1uoA6w
1119,Will be with Govt: Shiv Sena falls in line with NDA on no confidence motion. Looks like the bravado of contesting 2… https://t.co/OOQ9DIi6re
1120,"You are a brave, good man Ashish! https://t.co/NGphorpNYu"
1121,"In parliament’s central hall, Govt mood buoyant, oppn uncertain. Numbers are firmly with NDA.When I ask @AmitShah i… https://t.co/EFVeCdgSyv"
1122,BBC Marathi is hiring! https://t.co/vBJOulD6NQ
1123,"Strange country. When parliament is disrupted, we say waste of tax payers money; when they agree to a debate we say… https://t.co/nhp8aU2syu"
1124,My take on the no confidence motion. Will we see an 'earthquake'? https://t.co/eo8CWcIKqb
1125,Suprabhatam! You have never really lived until you have done something for someone who can never repay you. Have a great day friends!
1126,"When a 80 year old saffron robed Hindu Arya Samaji Swami is attacked by the mob, then all you can ask: who is safe?… https://t.co/nyPPZ5ybqE"
1127,"Knock, knock, who is there? https://t.co/l4oYb6hm9g"
1128,Vendetta JNU istyle! Why oh why? https://t.co/s9gvTfeH7G
1129,HD Kumaraswamy speaks to me on the 'poison' he is forced to drink and more.. https://t.co/jYfbd6ntaQ @IndiaToday tv
1130,"Uparwala will decide how one dies. Next time, reveal your name, don’t be so fearful. https://t.co/FpledE3hwv"
1131,Hope to see you call out cow terrorists like we all do jihadi terrorists. Let’s shun all those who use violence as… https://t.co/H2KP5pM4Uu
1132,छे बजे @anjanaomkashyap ke saath ! ज़रूर देखे! @aajtak https://t.co/9dgrLebolM
1133,"Pai baab, pl don’t sermonise after having invested in tv channels that work as Govt mouthpieces. I reject jihadi an… https://t.co/yilOYq3ah9"
1134,"For god sake Pai baab, is anyone condoning his behaviour? But when a news network works to daily demonise a communi… https://t.co/XtHVIKv8Ps"
1135,"In March, Karnataka CM HD Kumaraswamy said Cong is greater danger to democracy than BJP; now he says BJP is his ene… https://t.co/QUPNodxgE3"
1136,Congrats to the @ITAofficiel for celebrating 18 years of being a voice for the television industry! @anuranjan1010 and team ITA!
1137,I cried because there is a section of people who won’t let me work; the ‘poison’ I was referring to is not the Cong… https://t.co/In7yknQYiS
1138,Ha ha! Ok!👍👍 https://t.co/c5i6fgehWz
1139,"RT @sagarikaghose: “Social media is now a mechanism to spread hate, paranoia and propaganda. People are just making things up”: @BarackObama"
1140,"You may not wish it but my government will run five years, what you call opportunism is a political necessity: Karn… https://t.co/aSe8MIGF0c"
1141,"Nelson Mandela would have been 100 today! In almost 30 years of journalism, have never interviewed a more inspiring… https://t.co/sSCJZ5dzYc"
1142,Harvard Vs Hazaribagh: Why do the Jayant Sinhas have to line up behind the mob asks @sagarikaghose in this powerful… https://t.co/npGO0ARiYP
1143,"Suprabhatam. One day, you'll be just a memory for some people. Do your best to be a good one. Enjoy the day friends!"
1144,"Said it two weeks ago, will say it again: you cannot 'rest'/drop @klrahul11 .. He is pure class. Gnight, shubhratri"
1145,🙏🏻 https://t.co/cCwdxf3BZg
1146,Bad day in office.. https://t.co/KOqufGSTtP
1147,"Bring in some self styled maulvis (bearded with topi is a must), make them the permanent enemy, then find a Hindu e… https://t.co/REkzdeBNPb"
1148,"So this video will go viral. More drama, more nautanki, more hate. 
Waiting for murder in the studio next. Shameful https://t.co/p3rU22GyjU"
1149,"News Today: 9 pm: SC seeks a new law for mob lynching, but are a multiplicity of laws a real solution? Vitamin C op… https://t.co/EHBEVxuG2t"
1150,Nah! England are good but We are much the better all round side.. should win seven times out of ten. Go India!… https://t.co/8YGXiLwfmb
1151,"Madam, every community needs progressive leaders who will teach the values of good citizenship. Put citizenship fir… https://t.co/bIbXNuaVc8"
1152,All the best for the ODI series today!👍😀 https://t.co/ummZDD6KdH
1153,Here is an Indian football story to make you smile!  https://t.co/K3mB4az5QR
1154,The AIMPLB damages the average Indian Muslim with its medieval diktats.. who gives it the moral or legal authority… https://t.co/d5UYaAn3g2
1155,https://t.co/WQPTrwdp0W please read! https://t.co/5WfoosbZON
1156,A story that will tell you why the farmer is angry! And why prime time needs to be more about #GetRealIndia stories! https://t.co/kC9OGt0XfT
1157,Read my blog ! https://t.co/WQPTrwdp0W https://t.co/kr3dYT0hmC
1158,The only caste in sport at the highest level is ‘merit’ but equal opportunity is the basis for a sporting revolutio… https://t.co/tmxTU0bpIG
1159,Promoting communal divides is not the 'achche din' we want.. my take! https://t.co/q7SA7h2PTZ
1160,On live in 2 minutes on https://t.co/15CGqHNLaW for your take on Rahul Gandhi controversy at Muslim meet.. fake new… https://t.co/K6aJxihIj7
1161,@shahid_siddiqui tells me: Rahul Gandhi ने कहा  ‘Congress मुसलमानों की पार्टी भी है’; एक उर्दू  नूज़्पेपर ने कहा Co… https://t.co/nHNNzil7Dy
1162,News Today: 9 pm: were  @RahulGandhi comments at Cong meet with Muslim leaders twisted to keep communal pot boiling… https://t.co/XyfacJVPXi
1163,"Dude, for the last time, no! But yes I am calling for and will continue to call for greater and equal  access to sp… https://t.co/GRBstOlP2H"
1164,So a unconfirmed remark ‘Congress is a party of Muslims’ which those at Rahul Gandhi closed door meeting are explic… https://t.co/esBbYIIIJK
1165,This is ‘real’ India that we choose to blind ourselves to: https://t.co/rriWt0cH7q
1166,"My friend, since my tweet that called for greater diversity and equal access to all in sport was badly misconstrued… https://t.co/25Fx8baKcP"
1167,Not enough https://t.co/1iGd04kEOs
1168,"The upper caste internet army doesn’t like being shown the mirror! 290 test cricketers for India, just 4 Dalits.. t… https://t.co/UJaFaWc6Le"
1169,"Nope: this is a plea for equal access at the junior level .
Selection at highest level must always be on merit. https://t.co/l0daeoZhAd"
1170,"Dalits and Adivasis still do not have equal access to sports, esp cricket. That’s the harsh reality! Face it and ch… https://t.co/Cnlamd8TOO"
1171,The reason for success of French football is a bit like ours in cricket: we have ‘democratised’ the sport just as t… https://t.co/qeqhlWSJhz
1172,"Suprabhatam! Laugh your heart out, dance in the rain, cherish the moment, live, laugh, love, forgive &amp; forget, life… https://t.co/koJuU01th1"
1173,"This was a World Cup to savour, a final to celebrate, where glory was in the journey not just in who won! With one… https://t.co/rmCsGKWN2o"
1174,RT @DrSYQuraishi: Kudos to the young IAS officer. https://t.co/E9VMPG3bUi
1175,Ha ha! My heart wants Team India to win in 2019!😄 https://t.co/CRc3uccdnL
1176,"Arre sirs, let the world decide who is news and who is noise! Tonight, is for the joy of sport! https://t.co/QI8nLKIR4R"
1177,Octopus head wins! Now for the 2019 election prediction! #WorldCup2018 https://t.co/vLXGYregcs
1178,Day of the head and of a new Ballon D’Or.. rise Kylian Mbappe! Not since Pele in 1958 has a teenager so dazzled the… https://t.co/99IMo2tgTb
1179,No place like Kalbadevi in south mumbai for a good Gujarati thali: hope one day the Gujarati dominance of national… https://t.co/UPR7eg1HFu
1180,"Vinit bhai, emergency is a permanent blot. There are many other instances of Cong intolerance from Satanic Verses t… https://t.co/2H5Am2YcYX"
1181,Mock drill of Jharkhand police is being passed off as MP police firing on farmers! This is toxic fake news that has… https://t.co/dJww27fnYL
1182,Do read: @surjitbhalla column defending the Modi government’s economic performance.. worth a read though would have… https://t.co/zupAuU8rY5
1183,"RT @AltNews: No, Shabana Azmi never said, “India is not a great country, because Muslims are not happy here”

https://t.co/UqmN7z2dpH"
1184,Yup https://t.co/xAP9mvL6lr
1185,The story that caught my eye this Sunday morning.. now we have thriving fish mafia in Goa? https://t.co/JA9pDfPUxu
1186,Big day for Octopus! Head says Djokovic in tennis (heart with Andersen); head says France in WC finals (heart with… https://t.co/gwGCTUSU1w
1187,My friend.. I know that praising @RahulGandhi in any form is injurious to health on Twitter. But just like I reserv… https://t.co/E9ZsZxByBE
1188,Delighted to receive the vocational excellence award 2018 for lifetime achievement in journalism last night from th… https://t.co/EF0jhTBEQ0
1189,I hope @RahulGandhi will live up to the commitment he expresses in this inspiring tweet and break with the past. Th… https://t.co/TrRUOO2M4j
1190,Suprabhatam. Enjoy Sunday and wear this on your T-shirt! https://t.co/1dd395EI3A
1191,RT @IndiaToday: Watch father-daughter duo of Prathap C. Reddy and @SangitaApollo in conversation with @sardesairajdeep on #IndiaTodayIndiaT…
1192,Excellent! Good news story for today! https://t.co/83sGdIyQCO
1193,"Serbia and Croatia may have been split but where history divides, sports unites! A Serb to contest for the men’s si… https://t.co/SMmyhor7pv"
1194,CNN should wear this comment as a badge of honour. https://t.co/fIO29CvVU8
1195,"RT @CricketopiaCom: One Handed Demolition

#OnThisDay in 1984 at Headingley, Malcolm Marshall came out to bat  at No.11 with a plaster in h…"
1196,Agree!👍😄 good point on which to end this debate !! Till the next World Cup!!👍 https://t.co/ZMrk9lREiM
1197,"To be fair, things are better than they were 25 years ago. Mr Patel did push for world under 17 to be played in Ind… https://t.co/SgLXMwVmGO"
1198,"You are partly right. Having a neta as the head of a sports body can sometimes be an advantage, provided the neta h… https://t.co/ujAL3uOcxG"
1199,"The president of the Croatian Football Fed is Davor Suker, golden boot winner in 1998. President of Indian Football… https://t.co/qZIymVjZNd"
1200,This is a huge discovery! https://t.co/7p6qdGArn6
1201,RT @CNNnews18: Don't accept the idea of Hindutva that is being adhered to in the country. Our women are unsafe and you are protecting the c…
1202,Climate change is worth shouting about! In all caps. https://t.co/EsGQBj8Ulv
1203,@SudhirSarnobat @anupamachopra No we are not! :-) @anupamachopra
1204,@priyaramani Say what?! When did I say a negative word about India Spend or its data?! Quite the opposite. But in a… https://t.co/D88ydqRFO1
1205,The Big Fight: Do we need a stronger anti lynching law? Or political will? Both? What else can we do to end this ho… https://t.co/7Vi3n61rPa
1206,Big Fight tonight: what can we do to stop the epidemic of lynching incidents?
1207,Rahul Gandhi also thanked the BJP and RSS for teaching him what it means to be Indian and what it means to be a Hin… https://t.co/gD6ZiNwuZ7
1208,“Jaadu ki jhappi” in Parliament. Rahul Gandhigiri?!
1209,Rahul Gandhi ends his speech by going and giving PM Modi a hug!
1210,@jaydawt Not really!
1211,"RT @shahfaesal: @amitmalviya Matt qatal karo awaazoun ko.

Ham log mohabbat vaale haiñ.

tum ḳhanjar kyuuñ lahrāte ho?

is shahr meñ naġhme…"
1212,RT @lpolgreen: This is an outrage. https://t.co/yqnkRRfwHU
1213,This message from @assam_police should be shared by all! https://t.co/iOFNan4fso
1214,"RT @HillaryClinton: Well, now we know. https://t.co/olQlhzQiuO"
1215,And here is an AMERICAN President blaming “US foolishness and stupidity” for the slide in relations with Russia! Ex… https://t.co/0eB4rDnpV6
1216,Another extraordinary day in the Trump presidency. What continues to baffle is that he doesn’t even try to disguise… https://t.co/DM5dz7yC2x
1217,RT @HillaryClinton: Great World Cup. Question for President Trump as he meets Putin: Do you know which team you play for?
1218,"RT @manan: ""Sixteen of the 23 players on the team come from families that recently immigrated to France"" They just won the World Cup. They…"
1219,This kid has amazing future ahead of him! #mbappe https://t.co/5hIK3w9aWW
1220,That could be another reason to offer India naval bases! A billion people cheering for you at the World Cup! 😜😁
1221,@drfarhatumar 😁
1222,"Given that France is a strategic ally of India, I guess I will put on a blue T shirt! #LesBlues"
1223,RT @India_AllSports: @vikramchandra Around 200 votes polled so far; 56% saying Croatia!
1224,France? Or Croatia?
1225,It’s becoming more and more difficult to tell fact from fiction! Apparently this isn’t Croatia! It’s Pamplona! https://t.co/xgZVo2omNq
1226,That surge towards the end was just incredible! Hima Das!! Remember the name! https://t.co/glY1A3PYqp
1227,"Under-20 World Athletics: Hima Das scripts history, wins gold in 400m. Stunning achievement! Many congratulations!!"
1228,"In case you are wondering where the original tweet went, the President of the United States figured out the differe… https://t.co/6leD3mQtUA"
1229,RT @tech2eets: .@NASA’s James Webb Telescope will be looking at atmospheres of gas giants to flex its muscles for its ambitious #exoplanet…
1230,@sruthijith @Nidhi can I please add “blessed to be followed by Nidhi Razdan” to my profile?
1231,What’s puzzling is that Trump doesn’t even make an attempt to mask his preference! https://t.co/RbjwLVXtcU
1232,It is “there” not “their”! Trying to beat @jk_rowling and @suhelseth to this! https://t.co/6boco5DKDT
1233,"This is huge! Chief Justice Dipak Misra Indicates Ban On Gay Sex May Soon Be Gone
https://t.co/s8g6G7Rk0P"
1234,"RT @_YogendraYadav: Breaking:
Modi regime now targets my family.
Two days after my 9 day padyatra in Rewari and launching of agitation for…"
1235,A bad period for Indian foreign policy just got worse. Iran Slams India For Not Making Promised Investments In Chab… https://t.co/YNkY09EEkX
1236,"Updated  to the report. India No Longer Has World's Largest Number Of Poor People: Report
https://t.co/LToh9NDtFH"
1237,"Obviously, a lot still remains to done, but one of the biggest stories of the past 30 years is the sheer number of… https://t.co/96q31nRni0"
1238,"Given the size of India’s overall population, this is actually quite a big achievement. https://t.co/ze2QppOumf"
1239,"RT @SushmaSwaraj: भगवन कृष्ण के प्रति समपर्ण का भाव अहंकार छोड़ने पर ही आता है. 
गुस्सा तो आप कर रहे हैं. 
मैं तो आपके गुस्से के बाद भी अप…"
1240,@anurag_a4 Don’t think so
1241,"This half of the bracket had the best teams: France, Belgium, Brazil...   The French will be firm favourites on Sunday now."
1242,Asterix! Not Tintin...
1243,RT @safimichael: Doctor and three seals have passed chamber two and everybody will be out in 15 mins #thamluangcave
1244,RT @ThailandUN: Thanking our friends #ThaiBoys #footballers in #ChiangRai. We see light at the end of the tunnel - not just for the boys -…
1245,An example of what can happen when humanity unites to solve a problem! https://t.co/Odi8jfYacy
1246,This is such good news. Applause for the heroic rescuers! https://t.co/zQLiwyLg2K
1247,"Well done, @elonmusk for your proactive steps! Even if the sub isn’t eventually required after all. https://t.co/1dpPQwTUZg"
1248,"Stone pelting on the team bus in Brazil! More than a little unfair - they played well overall, and were beaten by a… https://t.co/g8K6AlO4Td"
1249,"RT @ShashiTharoor: Congratulations to @DipaKarmakar, winner of the vault event at the Gymnastics World Challenge Cup, on becoming the first…"
1250,@Richwilson1991 Series! Although I will concede that the Tests will be tough!
1251,@tgmsanthi Noooooo!! Really?! 😝
1252,🙏🏼🙏🏼🙏🏼 https://t.co/t5KHQEw7vv
1253,Yet another T20 series win for India! 🇮🇳 This team has the capability to be dominant in all three formats.
1254,"Dear England, the FIFA World Cup is all very well, but you ain’t beating India in cricket! Not this summer!"
1255,I completely agree. What selfless courage. https://t.co/8CpK5ROL7c
1256,RT @zalbar1984: Seeing the united world waiting for everything to happen well in the rescue of the 12 children in the cave of Thailand show…
1257,OMG! How much last minute drama are we going to see at this World Cup?!
1258,@Biswajeet1795 Lasted 8 minutes!
1259,One of the most stunning goals of the World Cup by Cheryshev. Russia can start believing that the semi finals are a… https://t.co/Ot6K4fPrMT
1260,"RT @Kasparov63: The demagogue doesn't lead radicals, he radicalizes his supporters. With each outrage he drags them down by association unt…"
1261,Fantastic use of social media to prevent a crime - and quick reaction from the rail authorities! https://t.co/49rWHYVZLc
1262,Belgium! And the World Cup becomes an European Championship!
1263,The team that wins tonight may well win the World Cup! Will it be Belgium or Brazil?!
1264,France or Uruguay?
1265,@tweet_sandesha Anyone who isn’t a complete moron knows that the air is clean during the monsoons because it RAINS!
1266,Road to 2019 at 9:30 PM tonight looks at the states where the BJP will try to make inroads next year- West Bengal a… https://t.co/tbWvIiPRdu
1267,"This is a welcome step! The air is clean now, but November is only a few months away. https://t.co/kr3QbBUhfN"
1268,"@runbikehurry @mitalisaran @bsindia As always, I add!"
1269,"RT @ShashiTharoor: After first-ball dismissals in the 1st innings, the amazing @PrithviShaw &amp; MayankAgarwal have massacred WestIndiesA in t…"
1270,RT @OmarAbdullah: Here’s praying he returns home safe &amp; sound. https://t.co/KrtuhHSvAe
1271,That’s an epic advisory! 😁 https://t.co/Bow7w17Ew6
1272,"Real Power With Elected Government, Says Top Court, Big AAP Win: 10 Facts
https://t.co/93Yy4SKP9n"
1273,"RT @barandbench: Lt. Governor is bound by aid and advice of Council of Ministers, subject to the proviso to Article 239 AA to refer matter…"
1274,Don’t rule out Belgium! https://t.co/5k5U8KHNaa
1275,"Hold your head high, Japan! You made Asia proud. 👏🏼👏🏼👏🏼"
1276,People making vile threats like this cannot be allowed to escape under the cover of anonymity. Both Twitter and the… https://t.co/gCy5veIph3
1277,It’s been a fascinating - and strange- World Cup! https://t.co/6JVyKZaBgM
1278,Russia knock Spain out of the World Cup! Who would have believed it?
1279,RT @virsanghvi: Speak out when you hear bigotry. Don’t let hatred and prejudice become the new normal. https://t.co/JpxDI7DURe
1280,RT @MehboobaMufti: Horrified by the vicious trolling @SushmaSwaraj ji has been subjected to . Absolutely outrageous! If our own Minister of…
1281,Well done India! Both in hockey and kabaddi! https://t.co/RGAabVyAdV
1282,@suhelseth 😂😂😂. It was a play on spell checking!
1283,@HereIs_Archit True!
